英雄ID	英雄名称	形象ID	品质	等级	默认武学ID；等级	性别（1：男；2：女）	气血	武力	内力	身法	防御	命中	闪避	暴击	抗暴	会心	武学释放概率	武学破坏力百分比	被攻击时化解概率	化解时减伤伤害	攻击时被化解概率	被化解时损失伤害	初始金刚	初始无序	初始反击	普通攻击效果	普通攻击帧频
101719	中忍	guai6	1	61	100001;1	2	2007	1171	660	625	324	55	55	55	55	55	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101720	赤砂之蝎	xie1	3	92	120010;4	1	2940	1443	855	1036	391	79	79	79	79	79	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101721	大蛇丸	dashewan	2	101	310008;3	2	2653	1671	406	2049	363	85	85	85	85	85	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101722	中忍	guai1	1	112	120010;2	1	2953	1608	996	1090	466	94	94	94	94	94	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101723	角都	jiaodu	3	113	330001;4	2	2778	1596	1077	1530	346	94	94	94	94	94	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101724	飞段	feiduan	3	116	420003;4	1	2898	1807	1084	1030	517	97	97	97	97	97	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101725	中忍	guai6	2	130	210007;3	2	3766	1389	3120	1401	297	107	107	107	107	107	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101726	兰丸	shizhuang4	1	63	200002;1	1	2497	600	973	829	406	57	57	57	57	57	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101727	上忍	guai3	1	152	220002;5	2	4545	1402	3265	1648	511	124	124	124	124	124	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101728	上忍	guai4	1	165	130002;6	1	4990	2026	2223	2551	745	133	133	133	133	133	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101729	雨忍中忍	guai5	3	170	320010;5	2	5233	2125	4002	2017	484	137	137	137	137	137	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101730	上忍	guai3	2	171	210007;4	1	6364	2128	4690	2341	555	138	138	138	138	138	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101731	上忍	guai4	2	171	130008;4	2	5554	2019	3016	2479	834	138	138	138	138	138	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101732	雨忍上忍	guai6	2	171	210007;4	1	9600	1714	2902	2038	1044	138	138	138	138	138	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101733	上忍	guai3	1	171	210007;3	2	5779	1453	4321	1990	819	138	138	138	138	138	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101734	上忍	guai4	1	171	210007;3	1	6261	1669	4321	2236	633	138	138	138	138	138	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101735	上忍	guai3	2	171	210007;4	2	5937	2467	3312	2650	891	138	138	138	138	138	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101736	山椒鱼半藏	guai10	2	174	220009;4	1	6174	3172	3009	2448	966	140	140	140	140	140	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101737	上忍	guai4	2	174	220009;4	2	5863	2328	4756	2517	709	140	140	140	140	140	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101738	雨忍上忍	guai6	3	179	420003;5	1	6049	3198	2104	2107	1039	144	144	144	144	144	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101739	宇智波佐助	zuozhu	3	182	420001;5	2	9201	2400	2944	4450	1246	146	146	146	146	146	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101740	奇拉比	qilabi	3	195	310003;5	1	12208	3151	2751	3490	1014	156	156	156	156	156	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101741	九尾	jiuwei	1	198	230008;6	2	8770	2842	1929	3853	1483	158	158	158	158	158	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101742	八尾	bawei	1	198	230007;6	1	8131	2665	5446	2335	628	158	158	158	158	158	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101743	银角	guai1	1	210	200002;3	2	45224	3018	3052	2736	2898	167	167	167	167	167	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101744	赤砂之蝎	xie1	3	211	420010;5	1	29540	4922	1446	4843	4092	168	168	168	168	168	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101745	上忍	guai3	1	214	330005;6	2	18788	8239	3370	3906	2888	170	170	170	170	170	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101746	上忍	guai4	2	216	310002;4	1	10837	4644	2935	4551	958	172	172	172	172	172	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101747	上忍	guai3	2	217	120006;4	2	9604	3624	3894	4404	1038	172	172	172	172	172	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101748	角都	jiaodu	2	206	100004;4	1	20816	9164	3120	3040	3182	164	164	164	164	164	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101749	干柿鬼鲛	guijiao	1	206	110002;3	2	10186	2850	2568	3744	982	164	164	164	164	164	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101750	山椒鱼半藏	guai10	3	206	120010;5	1	9421	3981	4197	3907	928	164	164	164	164	164	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101751	上忍	guai4	3	30	430013;3	2	1548	507	1063	514	120	32	32	32	32	32	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101752	上忍	guai3	3	30	420005;3	1	1816	808	711	519	159	32	32	32	32	32	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101753	上忍	guai4	1	174	420002;6	2	21631	4630	10128	4128	1100	205	205	205	205	205	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101754	上忍	guai3	1	225	330007;6	1	50660	12402	7062	6454	6406	263	263	263	263	263	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101755	上忍	guai4	1	23	230002;4	2	2350	571	1221	811	127	35	35	35	35	35	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101756	中忍	guai1	1	121	330005;5	1	7256	4805	2667	3260	1111	146	146	146	146	146	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101757	上忍	guai3	1	218	420012;6	2	19391	10153	2834	8156	1801	255	255	255	255	255	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101758	上忍	guai4	1	158	130009;5	1	19271	3433	5363	3068	1550	187	187	187	187	187	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101759	蛤蟆吉	tiebihama	1	146	230008;5	2	7964	2422	6488	3074	1067	174	174	174	174	174	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101760	蛤蟆龙	tiebihama	1	144	230001;5	1	7651	2758	6104	3163	980	172	172	172	172	172	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101761	下忍	guai5	1	53	230007;4	2	3205	1569	2407	1356	376	69	69	69	69	69	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101762	上忍	guai3	1	189	430018;6	1	16948	5006	6617	4185	1580	222	222	222	222	222	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101763	宇智波佐助	zuozhu	1	192	220004;6	2	15289	3741	10778	3431	1501	226	226	226	226	226	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101764	上忍	guai4	1	169	130002;6	1	10396	4645	4069	3716	1495	200	200	200	200	200	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101765	上忍	guai3	1	205	220001;6	2	17911	4554	8950	5665	1734	240	240	240	240	240	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101766	上忍	guai4	1	170	220006;6	1	9558	3655	9177	3729	1483	201	201	201	201	201	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101767	人间道	renjiandao1	1	167	130009;6	2	14392	3570	4223	2884	1692	197	197	197	197	197	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101768	上忍	guai3	1	182	330011;6	1	14358	4926	7278	5568	2359	214	214	214	214	214	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101769	下忍	guai2	1	34	330004;4	2	2821	672	820	925	444	48	48	48	48	48	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101770	上忍	guai4	1	218	330004;4	1	40526	1489	7337	5922	5858	255	255	255	255	255	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101771	下忍	guai5	1	50	420014;4	2	2319	1216	843	1204	461	66	66	66	66	66	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101772	上忍	guai3	1	17	130002;4	1	948	421	503	503	150	29	29	29	29	29	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101773	上忍	guai4	3	11	300002;3	2	765	319	649	383	91	22	22	22	22	22	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101774	上忍	guai3	1	2	120009;4	1	623	176	148	155	96	12	12	12	12	12	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101775	上忍	guai4	1	2	220002;4	2	412	133	273	121	51	12	12	12	12	12	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101776	上忍	guai3	1	218	220008;6	1	38752	9818	10824	5677	4320	255	255	255	255	255	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101777	宇智波鼬	yuzhiboyou	3	109	220004;4	2	7651	3083	7894	1580	708	132	132	132	132	132	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101778	君麻吕	junmalv	3	62	330001;3	1	4368	2154	1704	2855	621	79	79	79	79	79	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101779	中忍	guai6	3	17	220000;3	2	1307	359	490	444	216	29	29	29	29	29	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101780	中忍	guai1	3	20	120007;3	1	1261	661	570	509	205	32	32	32	32	32	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101781	蛤蟆广	tiebihama	3	155	210004;4	2	11920	2128	8284	3000	1449	184	184	184	184	184	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101782	大蛇丸	dashewan	3	49	310003;3	1	3444	1141	1202	1432	410	65	65	65	65	65	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101783	中忍	guai6	3	14	120010;3	2	1083	518	438	438	171	25	25	25	25	25	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101784	兜	dou2	3	47	410014;3	1	2806	1461	1073	1008	450	62	62	62	62	62	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101785	宇智波鼬	yuzhiboyou	3	80	120010;3	2	4018	2052	1985	2549	552	100	100	100	100	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101786	手鞠	shouju	3	31	230009;3	1	1027	703	1322	583	51	44	44	44	44	44	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101787	下忍	guai2	3	2	320001;3	2	444	182	324	210	58	12	12	12	12	12	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101788	黑锄雷牙	guai5	3	71	420003;3	1	5052	2692	1841	1877	1168	89	89	89	89	89	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101789	守鹤	yiwei	3	44	420010;3	2	3687	1124	376	1375	668	59	59	59	59	59	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101790	上忍	guai4	3	155	210004;4	1	11035	2297	7484	2861	1335	184	184	184	184	184	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101791	上忍	guai3	3	155	210004;4	2	12103	2002	7335	2850	1316	184	184	184	184	184	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101792	上忍	guai4	3	11	120010;3	1	908	423	304	429	104	22	22	22	22	22	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101793	黑锄族长	guai4	2	68	220009;2	2	3693	1672	3391	1692	456	86	86	86	86	86	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101794	中忍	guai1	2	2	220010;2	1	587	247	438	285	79	12	12	12	12	12	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101795	我爱罗	woailuo1	3	28	430016;3	2	1556	754	530	571	281	41	41	41	41	41	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101796	辛子	guai9	2	68	220009;2	1	3870	2280	2137	1641	617	86	86	86	86	86	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101797	中忍	guai6	3	83	320010;4	2	7491	2783	4242	2071	520	103	103	103	103	103	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101798	中忍	guai1	2	133	110007;3	1	9760	5907	5403	3915	1402	159	159	159	159	159	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101799	中忍	guai6	2	8	210007;2	2	703	286	532	307	87	19	19	19	19	19	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101800	干柿鬼鲛	guijiao	2	80	210007;2	1	4829	1806	3974	1852	404	100	100	100	100	100	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101801	宇智波斑	yuzhiboban	3	184	110002;5	2	18331	6349	8635	6551	1706	217	217	217	217	217	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101802	兜	dou2	2	98	310002;3	1	4527	2994	2245	2601	794	120	120	120	120	120	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101803	上忍	guai3	2	185	110002;4	2	19015	8094	7793	4202	1687	218	218	218	218	218	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101804	宇智波佐助	zuozhu	2	104	410007;3	1	9593	2228	2418	1772	1077	127	127	127	127	127	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101805	次郎坊	cilangfang	2	56	310008;2	2	2983	1795	457	2137	423	73	73	73	73	73	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101806	鬼童丸	guitongwan	2	59	100001;2	1	4088	1801	1985	1666	532	76	76	76	76	76	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101807	多由也	duoyouye	2	59	310002;2	2	4983	1221	478	2285	592	76	76	76	76	76	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101808	中忍	guai1	2	7	120006;2	1	621	313	292	281	104	17	17	17	17	17	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101809	中忍	guai6	2	7	310002;2	2	748	370	347	330	121	17	17	17	17	17	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101810	宇智波斑	yuzhiboban	3	217	210004;5	1	38338	12896	13548	5831	3434	254	254	254	254	254	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101811	干柿鬼鲛	guijiao	2	77	210007;2	2	4949	1632	2166	2224	615	96	96	96	96	96	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101812	红莲	guai3	2	125	130008;3	1	5665	2293	3478	2601	856	150	150	150	150	150	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101813	三尾	sanwei	2	125	210007;3	2	10678	1979	3473	2160	1090	150	150	150	150	150	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101814	中忍	guai1	2	7	100004;2	1	697	342	324	302	115	17	17	17	17	17	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101815	伍图	guai4	2	121	210007;3	2	6024	2832	3784	2764	912	146	146	146	146	146	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101816	中忍	guai6	1	130	210007;2	1	6955	1955	5358	2485	668	156	156	156	156	156	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101817	中忍	guai1	1	121	210007;2	2	5855	1540	5000	1995	877	146	146	146	146	146	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101818	上忍	guai4	1	185	110002;3	1	25792	4544	5701	4043	2276	218	218	218	218	218	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101819	上忍	guai3	1	186	110002;3	2	17791	4776	9125	5232	1757	219	219	219	219	219	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101820	上忍	guai4	1	184	300003;3	1	18207	4366	6475	9063	1757	217	217	217	217	217	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101821	上忍	guai3	1	186	110002;3	2	17043	3733	10991	4009	1402	219	219	219	219	219	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101822	上忍	guai4	1	183	110002;3	1	16045	4487	8664	4987	1278	215	215	215	215	215	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101823	我爱罗	woailuo1	1	38	200002;1	2	2566	737	1124	982	457	52	52	52	52	52	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101824	中忍	guai6	1	95	120010;2	1	9370	3192	2274	2490	1043	116	116	116	116	116	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101825	中忍	guai1	1	88	100001;2	2	5745	2515	2707	1943	729	109	109	109	109	109	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101826	中忍	guai6	1	85	210000;2	1	4573	2173	2895	1846	623	105	105	105	105	105	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101827	中忍	guai1	1	89	310008;2	2	5432	2350	1957	2912	549	110	110	110	110	110	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101828	中忍	guai6	1	86	200002;2	1	4765	2029	3034	2519	644	106	106	106	106	106	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101829	中忍	guai1	1	86	100003;2	2	5050	2832	2310	1369	799	106	106	106	106	106	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101830	饿鬼道	eguidao	2	162	200003;4	1	10871	3592	9057	2310	1552	192	192	192	192	192	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101831	上忍	guai3	1	160	300001;2	2	13896	3579	3009	5912	2245	190	190	190	190	190	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101832	上忍	guai4	1	159	300000;2	1	15122	2897	4419	5559	1945	188	188	188	188	188	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101833	上忍	guai3	1	157	100002;2	2	11037	4708	5050	5540	1506	186	186	186	186	186	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101834	上忍	guai4	1	157	100001;2	1	11445	5620	4185	3655	1803	186	186	186	186	186	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101835	地狱道	diyudao	1	160	200001;2	2	10381	4668	6292	5114	1556	190	190	190	190	190	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101836	上忍	guai3	1	155	310009;2	1	11230	5491	2561	5411	1276	184	184	184	184	184	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101837	上忍	guai4	1	145	110008;2	2	10716	4613	3836	4066	1290	173	173	173	173	173	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101838	宇智波佐助	zuozhu	1	140	110006;2	1	9680	4465	3934	4178	1208	167	167	167	167	167	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101839	上忍	guai3	1	139	110008;2	2	9159	4402	3969	3877	1335	166	166	166	166	166	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101840	上忍	guai4	1	136	110006;2	1	8791	4647	3824	4041	1170	163	163	163	163	163	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101841	上忍	guai3	1	134	110008;2	2	9519	4630	3615	3830	1130	160	160	160	160	160	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101842	上忍	guai4	1	132	110006;2	1	6161	3078	4109	3516	668	158	158	158	158	158	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101843	下忍	guai5	1	38	100001;1	2	2293	993	805	765	370	52	52	52	52	52	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101844	中忍	guai6	1	2	110001;1	1	446	210	264	241	76	12	12	12	12	12	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101845	中忍	guai1	1	2	100004;1	2	668	195	81	224	102	12	12	12	12	12	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101846	中忍	guai6	1	2	100001;1	1	609	178	81	207	96	12	12	12	12	12	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101847	中忍	guai1	1	61	100001;1	2	3813	2224	1254	1187	615	78	78	78	78	78	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101848	赤砂之蝎	xie1	3	92	120010;4	1	4410	2164	1282	1554	586	113	113	113	113	113	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101849	大蛇丸	dashewan	2	101	310008;3	2	3979	2506	609	3073	544	123	123	123	123	123	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101850	中忍	guai6	1	112	120010;2	1	4429	2412	1494	1635	699	136	136	136	136	136	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101851	角都	jiaodu	3	113	330001;4	2	4167	2394	1615	2295	519	137	137	137	137	137	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101852	飞段	feiduan	3	116	420003;4	1	4347	2710	1626	1545	775	140	140	140	140	140	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101853	中忍	guai1	2	130	210007;3	2	5649	2083	4680	2101	445	156	156	156	156	156	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101854	兰丸	shizhuang4	1	63	200002;1	1	3745	900	1459	1243	609	57	57	57	57	57	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101855	上忍	guai3	1	152	220002;5	2	6817	2103	4897	2472	766	124	124	124	124	124	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101856	上忍	guai4	1	165	130002;6	1	7485	3039	3334	3826	1117	133	133	133	133	133	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101857	雨忍中忍	guai5	3	170	320010;5	2	7849	3187	6003	3025	726	201	201	201	201	201	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101858	上忍	guai3	2	171	210007;4	1	9546	3192	7035	3511	832	202	202	202	202	202	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101859	上忍	guai4	2	171	130008;4	2	8331	3028	4524	3718	1251	202	202	202	202	202	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101860	雨忍中忍	guai5	2	171	210007;4	1	14400	2571	4353	3057	1566	202	202	202	202	202	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101861	上忍	guai3	1	171	210007;3	2	8668	2179	6481	2985	1228	202	202	202	202	202	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101862	上忍	guai4	1	171	210007;3	1	9391	2503	6481	3354	949	138	138	138	138	138	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101863	上忍	guai3	2	171	210007;4	2	8905	3700	4968	3975	1336	138	138	138	138	138	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101864	雨忍中忍	guai5	2	174	220009;4	1	9261	4758	4513	3672	1449	140	140	140	140	140	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101865	上忍	guai4	2	174	220009;4	2	8794	3492	7134	3775	1063	205	205	205	205	205	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101866	雨忍上忍	guai6	3	179	420003;5	1	9073	4797	3156	3160	1558	144	144	144	144	144	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101867	天平重吾	tianpingzhongwu	3	182	420001;5	2	13801	3600	4416	6675	1869	146	146	146	146	146	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101868	奇拉比	qilabi	3	195	310003;5	1	18312	4726	4126	5235	1521	156	156	156	156	156	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101869	九尾	jiuwei	1	198	230008;6	2	13155	4263	2893	5779	2224	158	158	158	158	158	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101870	八尾	bawei	1	198	230007;6	1	12196	3997	8169	3502	942	158	158	158	158	158	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101871	金角	guai3	1	210	200002;3	2	67866	5426	4578	4104	4346	167	167	167	167	167	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101872	二代土影	erdaituying	3	211	420010;5	1	44310	7382	2169	7264	6138	168	168	168	168	168	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101873	上忍	guai3	1	214	330005;6	2	28182	12356	5055	5859	4332	170	170	170	170	170	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101874	上忍	guai4	2	216	310002;4	1	16255	6966	4402	6826	1437	172	172	172	172	172	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101875	上忍	guai3	2	217	120006;4	2	14406	5436	5841	6606	1557	172	172	172	172	172	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101876	银角	guai1	2	206	100004;4	1	31224	13746	4680	4560	9360	164	164	164	164	164	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101877	干柿鬼鲛	guijiao	1	206	110002;3	2	15279	4275	3852	5616	1473	164	164	164	164	164	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101878	山椒鱼半藏	guai10	3	206	120010;5	1	14131	5971	6295	5860	1392	164	164	164	164	164	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101879	上忍	guai4	3	30	430013;3	2	2322	760	1594	771	180	32	32	32	32	32	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101880	上忍	guai3	3	30	420005;3	1	2724	1212	1066	778	238	32	32	32	32	32	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101881	佐助	zuozhu	1	3	110000;1	1	33	24	21	19	9	11	1	2	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101882	惠比寿	huibishou	1	6	200002;1	1	33	24	21	19	9	11	1	2	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101883	影分身	kakaxi	1	4	200001;1	1	38	26	24	21	10	12	1	3	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101884	卡卡西影分身	kakaxi	1	4	200001;1	1	38	26	24	21	10	12	1	3	0	0	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
101885	雾忍叛忍	wuyincundizi	1	6	300000;1	1	58	27	22	34	14	0	1	0	4	4	100	10	10	10	10	10	10	10	10	picture_6_lanse_shouji	8
